dataset,domain,method,seed,role,eval_dir,eval_json,prediction_image_ids,config,status,mAP50,eval_mAP50,problems,n_predictions,n_post_nms_detections,checkpoint,source_id,gpu_provenance,eval_status,class_ap,predictions,pred_count,training_code_sha,evaluation_code_sha,recorded_training_code_sha,effective_training_code_sha,actual_source_producer_sha,producer_metadata_status,producer_metadata_correction,historical_mAP50,historical_file
RSAR,am_noise_horizontal,F,42,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_42/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_42/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/eval_20260908_143316.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_42/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.0479111485183239,0.0479111485183239,[],8538,10225,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_42/0f98a48/methods/F/ddp2/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_42/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_42/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_42/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_42/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,am_noise_horizontal,F,43,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_43/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_43/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/eval_20260908_143838.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_43/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.05669255554676056,0.05669255554676056,[],8538,15677,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_43/0f98a48/methods/F/ddp2/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_43/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_43/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_43/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_43/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,am_noise_horizontal,F,44,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_44/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_44/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/eval_20260908_144833.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_44/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.049948643893003464,0.049948643893003464,[],8538,13639,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_44/0f98a48/methods/F/ddp2/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_44/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_44/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_44/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/am_noise_horizontal/seed_44/0f98a48/methods/F/ddp2/eval_full_am_noise_horizontal_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,smart_suppression,A,42,source,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/A/eval_full_smart_suppression_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/A/eval_full_smart_suppression_ids_v1/eval_20260907_160138.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/A/eval_full_smart_suppression_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.14372646808624268,0.14372646808624268,[],8538,76467,/mnt/shared/zechuan/iraod_artifacts/rsar_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/train/epoch_100.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/A/eval_full_smart_suppression_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/A/eval_full_smart_suppression_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/A/eval_full_smart_suppression_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/A/eval_full_smart_suppression_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,b474aaa5f7718746215ce13beceb071617bb823e,b474aaa5f7718746215ce13beceb071617bb823e,source_producer_corrected_in_report,"{""dataset"": ""RSAR"", ""domain"": ""smart_suppression"", ""method"": ""A"", ""seed"": 42, ""role"": ""source"", ""field"": ""training_code_sha"", ""recorded"": ""0f98a48b539f9260055fc305784ffbc924f50451"", ""actual"": ""b474aaa5f7718746215ce13beceb071617bb823e"", ""source_checkpoint"": ""/mnt/shared/zechuan/iraod_artifacts/rsar_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/train/epoch_100.pth"", ""source_weights_sha256"": ""e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c"", ""source_record"": ""/mnt/shared/zechuan/iraod_artifacts/rsar_source/seed42-orthonet-ddp4-gpu4567-spg16-gbs64/reproducibility/git_commit.txt"", ""source_record_snapshot"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/final_delivery_20260908_4a6bc50/input/source_records/RSAR_producer_git_commit.txt"", ""sidecar"": ""/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/A/eval_full_smart_suppression_ids_v1/predictions.pkl.image_ids.json"", ""sidecar_modified"": false, ""scope"": ""producer metadata only; weights, predictions, IDs and mAP unchanged""}",0.14372646808624268,/mnt/shared/zechuan/iraod_artifacts/comparison/xaf_student_quant_20260908/integration_code_84a1aeb/results/paper_comparison/historical/seed42/raw_results.csv
RSAR,smart_suppression,B,42,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/eval_20260908_135248.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.145928755402565,0.145928755402565,[],8538,100524,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/B/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,smart_suppression,B,43,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/eval_20260908_135804.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.13092350959777832,0.13092350959777832,[],8538,89094,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/B/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,smart_suppression,B,44,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/eval_20260908_140303.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.10520751029253006,0.10520751029253006,[],8538,110154,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/B/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/B/eval_full_smart_suppression_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,smart_suppression,C,42,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/eval_20260908_135249.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.18815936148166656,0.18815936148166656,[],8538,47041,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/C/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,smart_suppression,C,43,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/eval_20260908_135804.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.16904596984386444,0.16904596984386444,[],8538,50329,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/C/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,smart_suppression,C,44,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/eval_20260908_140323.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.18722128868103027,0.18722128868103027,[],8538,39776,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/C/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/C/eval_full_smart_suppression_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,smart_suppression,D,42,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/eval_20260908_135307.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.10281389206647873,0.10281389206647873,[],8538,18427,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/D/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,smart_suppression,D,43,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/eval_20260908_135825.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.08242549002170563,0.08242549002170563,[],8538,11299,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/D/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_43/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,smart_suppression,D,44,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/eval_20260908_140808.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.11682769656181335,0.11682769656181335,[],8538,17872,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/D/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_44/0f98a48/methods/D/eval_full_smart_suppression_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
RSAR,smart_suppression,E,42,student,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/E/ddp2/eval_full_smart_suppression_student_ids_v1,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/E/ddp2/eval_full_smart_suppression_student_ids_v1/eval_20260908_135327.json,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/E/ddp2/eval_full_smart_suppression_student_ids_v1/predictions.pkl.image_ids.json,/mnt/SSD2_8TB/zechuan/IRAOD-New-rc331d213/configs/baseline/oriented_rcnn_orthonet_rsar.py,complete,0.10028896480798721,0.10028896480798721,[],8538,98472,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/E/ddp2/work/iter_266.pth,e489f015cc2b67926a415436c97532ff814f826c4861b659cbc712fb9413b98c,,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/E/ddp2/eval_full_smart_suppression_student_ids_v1/eval_status,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/E/ddp2/eval_full_smart_suppression_student_ids_v1/class_ap.txt,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/E/ddp2/eval_full_smart_suppression_student_ids_v1/predictions.pkl,/mnt/shared/zechuan/iraod_artifacts/comparison/rsar/smart_suppression/seed_42/0f98a48/methods/E/ddp2/eval_full_smart_suppression_student_ids_v1/pred_count.txt,0f98a48b539f9260055fc305784ffbc924f50451,331d2131b84651f0a2930a3d53faeefad8701531,0f98a48b539f9260055fc305784ffbc924f50451,0f98a48b539f9260055fc305784ffbc924f50451,,recorded_adaptation_producer,,,
